54635
2

0.329346	0.328339	
0.32901	0.329408	
0.323578	0.322754	
0.329471	0.323853	
0.319061	0.329533	
0.311279	0.310028	
0.329596	0.314178	
0.316803	0.329658	
0.320984	0.320953	
0.329721	0.322571	
0.32486	0.329783	
0.328674	0.333099	
0.329846	0.336243	
0.339539	0.329908	
0.342804	0.340607	
0.329971	0.339569	
0.341949	0.330033	
0.338776	0.332703	
0.330096	0.330292	
0.331177	0.330158	
0.329315	0.327606	
0.330221	0.323273	
0.322083	0.330283	
0.322205	0.324188	
0.330346	0.327332	
0.329468	0.330408	
0.333191	0.336914	
0.330471	0.339081	
0.341156	0.330533	
0.34729	0.347931	
0.330596	0.342621	
0.339813	0.330658	
0.343323	0.346252	
0.330721	0.347992	
0.345764	0.330783	
0.343597	0.341888	
0.330846	0.337921	
0.335815	0.330908	
0.332184	0.330322	
0.330971	0.326721	
0.320282	0.331033	
0.316498	0.316833	
0.331096	0.315277	
0.308868	0.331158	
0.306335	0.310272	
0.331221	0.315125	
0.318542	0.331283	
0.318054	0.319122	
0.331346	0.323273	
0.325989	0.331408	
0.328979	0.331573	
0.331471	0.335419	
0.337494	0.331533	
0.337067	0.338684	
0.331596	0.34079	
0.338745	0.331658	
0.331635	0.328064	
0.331721	0.327301	
0.327057	0.331783	
0.325378	0.320007	
0.331846	0.317383	
0.317963	0.331908	
0.318726	0.320404	
0.331971	0.322266	
0.325806	0.332033	
0.326904	0.324005	
0.332096	0.326569	
0.330383	0.332158	
0.331238	0.328918	
0.332221	0.327484	
0.328522	0.332283	
0.332306	0.336334	
0.332346	0.333893	
0.333191	0.332408	
0.334839	0.335724	
0.332471	0.335022	
0.334259	0.332533	
0.33609	0.33316	
0.332596	0.32724	
0.328217	0.332658	
0.329376	0.325806	
0.332721	0.320251	
0.318756	0.332783	
0.322906	0.329468	
0.332846	0.335907	
0.333252	0.332908	
0.333313	0.337128	
0.332971	0.337921	
0.339539	0.333033	
0.342072	0.348053	
0.333096	0.346863	
0.341278	0.333158	
0.343445	0.343811	
0.333221	0.33667	
0.329315	0.333283	
0.325348	0.322754	
0.333346	0.323242	
0.323639	0.333408	
0.316833	0.314545	
0.333471	0.317352	
0.317017	0.333533	
0.319885	0.324768	
0.333596	0.331909	
0.332031	0.333658	
0.329346	0.336426	
0.333721	0.340698	
0.336212	0.333783	
0.33313	0.333801	
0.333846	0.333466	
0.337463	0.333908	
0.339935	0.335052	
0.333971	0.33252	
0.335083	0.334033	
0.333862	0.331482	
0.334096	0.331085	
0.331299	0.334158	
0.324219	0.315399	
0.334221	0.315979	
0.31485	0.334283	
0.306122	0.300079	
0.334346	0.30127	
0.303284	0.334408	
0.309906	0.313019	
0.334471	0.31012	
0.313202	0.334533	
0.320892	0.323975	
0.334596	0.32489	
0.331085	0.334658	
0.337555	0.336212	
0.334721	0.335083	
0.34082	0.334783	
0.342712	0.335693	
0.334846	0.331299	
0.332947	0.334908	
0.333008	0.335205	
0.334971	0.333771	
0.327667	0.335033	
0.326691	0.327454	
0.335096	0.325867	
0.324371	0.335158	
0.328735	0.331848	
0.335221	0.328278	
0.328796	0.335283	
0.335083	0.337708	
0.335346	0.334045	
0.331512	0.335408	
0.332703	0.336212	
0.335471	0.340546	
0.339111	0.335533	
0.334137	0.335266	
0.335596	0.336639	
0.334961	0.335658	
0.333527	0.334412	
0.335721	0.330719	
0.324646	0.335783	
0.325378	0.326141	
0.335846	0.322479	
0.315552	0.335908	
0.311829	0.314209	
0.335971	0.320038	
0.322174	0.336033	
0.320923	0.321564	
0.336096	0.327637	
0.332062	0.336158	
0.33429	0.33905	
0.336221	0.343201	
0.34201	0.336283	
0.340088	0.34552	
0.336346	0.345764	
0.341278	0.336408	
0.335937	0.331207	
0.336471	0.330566	
0.331543	0.336533	
0.326202	0.317352	
0.336596	0.31366	
0.312958	0.336658	
0.310822	0.30899	
0.336721	0.312561	
0.313599	0.336783	
0.31073	0.313202	
0.336846	0.322296	
0.325592	0.336908	
0.324982	0.325714	
0.336971	0.327209	
0.334442	0.337033	
0.340912	0.340332	
0.337096	0.337494	
0.339752	0.337158	
0.341461	0.338196	
0.337221	0.33783	
0.340576	0.337283	
0.33606	0.327759	
0.337346	0.328156	
0.330566	0.337408	
0.325592	0.317596	
0.337471	0.314911	
0.313751	0.337533	
0.317505	0.319458	
0.337596	0.315552	
0.314789	0.337658	
0.320221	0.324646	
0.337721	0.323608	
0.327332	0.337783	
0.334015	0.333435	
0.337846	0.332489	
0.340912	0.337908	
0.345642	0.34259	
0.337971	0.337708	
0.336304	0.338033	
0.336517	0.338379	
0.338096	0.335205	
0.327789	0.338158	
0.324677	0.324554	
0.338221	0.321808	
0.315887	0.338283	
0.318176	0.321411	
0.338346	0.318359	
0.31839	0.338408	
0.32608	0.32959	
0.338471	0.329803	
0.330872	0.338533	
0.334106	0.341888	
0.338596	0.348511	
0.347076	0.338658	
0.342133	0.344055	
0.338721	0.346924	
0.345612	0.338783	
0.342834	0.34436	
0.338846	0.341675	
0.332764	0.338908	
0.33136	0.334076	
0.338971	0.330139	
0.322357	0.339033	
0.315491	0.312256	
0.339096	0.316101	
0.316071	0.339158	
0.309937	0.307526	
0.339221	0.312164	
0.315826	0.339283	
0.313721	0.314087	
0.339346	0.318573	
0.318665	0.339408	
0.317474	0.324982	
0.339471	0.332275	
0.332794	0.339533	
0.331207	0.331146	
0.339596	0.334473	
0.340363	0.339658	
0.337341	0.327881	
0.339721	0.324768	
0.325134	0.339783	
0.322937	0.317871	
0.339846	0.318298	
0.318878	0.339908	
0.313873	0.314972	
0.339971	0.324371	
0.329742	0.340033	
0.328888	0.329559	
0.340096	0.333862	
0.340942	0.340158	
0.346191	0.343445	
0.340221	0.338196	
0.337952	0.340283	
0.340332	0.339722	
0.340346	0.338318	
0.340363	0.340408	
0.33783	0.331909	
0.340471	0.33255	
0.335144	0.340533	
0.331848	0.323578	
0.340596	0.318237	
0.317841	0.340658	
0.322052	0.32193	
0.340721	0.315979	
0.312469	0.340783	
0.314758	0.318542	
0.340846	0.319489	
0.323517	0.340908	
0.328583	0.326691	
0.340971	0.3255	
0.334442	0.341033	
0.342987	0.345612	
0.341096	0.345703	
0.348267	0.341158	
0.353485	0.359436	
0.341221	0.355774	
0.347687	0.341283	
0.345612	0.345245	
0.341346	0.340942	
0.333862	0.341408	
0.331024	0.325958	
0.341471	0.315582	
0.310577	0.341533	
0.315186	0.315308	
0.341596	0.312897	
0.311401	0.341658	
0.313232	0.320831	
0.341721	0.326935	
0.324799	0.341783	
0.320709	0.323853	
0.341846	0.32663	
0.326019	0.341908	
0.326599	0.330505	
0.341971	0.329285	
0.324097	0.342033	
0.32724	0.334503	
0.342096	0.335205	
0.330963	0.342158	
0.328003	0.329315	
0.342221	0.333923	
0.332703	0.342283	
0.322876	0.317596	
0.342346	0.32077	
0.322083	0.342408	
0.319427	0.32074	
0.342471	0.325195	
0.322937	0.342533	
0.321716	0.329498	
0.342596	0.334839	
0.335724	0.342658	
0.333313	0.333923	
0.342721	0.340179	
0.345856	0.342783	
0.342834	0.333527	
0.342846	0.330933	
0.33255	0.342908	
0.329315	0.32135	
0.342971	0.319427	
0.316711	0.343033	
0.307495	0.30481	
0.343096	0.31192	
0.316345	0.343158	
0.317169	0.317474	
0.343221	0.322144	
0.33371	0.343283	
0.341309	0.339233	
0.343346	0.335205	
0.340302	0.343408	
0.347321	0.34848	
0.343471	0.347595	
0.350769	0.343533	
0.349274	0.342712	
0.343596	0.345489	
0.351654	0.343658	
0.349884	0.343933	
0.343721	0.338135	
0.337311	0.343783	
0.342896	0.338989	
0.343846	0.325806	
0.316498	0.343908	
0.314941	0.313568	
0.343971	0.30722	
0.304962	0.344033	
0.30603	0.301239	
0.344096	0.298096	
0.307129	0.344158	
0.315918	0.317993	
0.344221	0.317596	
0.321411	0.344283	
0.331818	0.34082	
0.344346	0.339355	
0.330933	0.344408	
0.328949	0.331085	
0.344471	0.330353	
0.326202	0.344533	
0.325958	0.323853	
0.344596	0.316589	
0.315247	0.344658	
0.321106	0.323608	
0.344721	0.321625	
0.318665	0.344783	
0.321259	0.331085	
0.344846	0.337097	
0.333557	0.344908	
0.328583	0.331818	
0.344971	0.334961	
0.335449	0.345033	
0.3349	0.338043	
0.345096	0.335663	
0.328888	0.345158	
0.330963	0.335541	
0.345221	0.336761	
0.332489	0.345283	
0.327972	0.329529	
0.345346	0.336151	
0.334381	0.345408	
0.323578	0.316803	
0.345471	0.317871	
0.319916	0.345533	
0.319061	0.31958	
0.345596	0.321472	
0.317841	0.345658	
0.316681	0.324829	
0.345721	0.329742	
0.331787	0.345783	
0.332855	0.336243	
0.345846	0.345489	
0.355682	0.345908	
0.356598	0.349487	
0.345971	0.346985	
0.34906	0.346033	
0.347504	0.342102	
0.346096	0.340179	
0.336212	0.346158	
0.326385	0.322266	
0.346221	0.323975	
0.321259	0.346283	
0.31842	0.316437	
0.346346	0.318604	
0.326508	0.346408	
0.33313	0.331024	
0.346471	0.32489	
0.325714	0.346533	
0.32962	0.330627	
0.346596	0.329376	
0.331543	0.346658	
0.32724	0.322571	
0.346721	0.327057	
0.331665	0.346783	
0.331451	0.328735	
0.346846	0.327606	
0.330261	0.346908	
0.335052	0.333008	
0.346971	0.325226	
0.318726	0.347033	
0.318085	0.319	
0.347096	0.318207	
0.31781	0.347158	
0.31665	0.311188	
0.347221	0.311493	
0.320282	0.347283	
0.322845	0.322418	
0.347346	0.321869	
0.325043	0.347408	
0.335114	0.344696	
0.347471	0.345642	
0.341675	0.347533	
0.340912	0.342499	
0.347596	0.342072	
0.34021	0.347658	
0.339569	0.333191	
0.347721	0.322906	
0.322205	0.347783	
0.324463	0.318329	
0.347846	0.312805	
0.311615	0.347908	
0.313812	0.320831	
0.347971	0.324402	
0.321533	0.348033	
0.319	0.323547	
0.348096	0.328369	
0.330292	0.348158	
0.333374	0.337555	
0.348221	0.334229	
0.330566	0.348283	
0.338531	0.344208	
0.348346	0.343445	
0.34024	0.348408	
0.340454	0.344757	
0.348471	0.349976	
0.349365	0.348533	
0.341705	0.33548	
0.348596	0.334625	
0.333527	0.348658	
0.329254	0.327911	
0.348721	0.323975	
0.313873	0.348783	
0.311707	0.320129	
0.348846	0.321899	
0.320801	0.348908	
0.321014	0.325012	
0.348971	0.333221	
0.337555	0.349033	
0.335937	0.330444	
0.349096	0.330963	
0.335999	0.349158	
0.337555	0.335144	
0.349221	0.3349	
0.329163	0.349283	
0.320923	0.321503	
0.349346	0.323761	
0.318604	0.349408	
0.312469	0.309601	
0.349471	0.310425	
0.315887	0.349533	
0.317932	0.317169	
0.349596	0.317078	
0.322937	0.349658	
0.328491	0.331451	
0.349721	0.334167	
0.337708	0.349783	
0.3349	0.332886	
0.349846	0.340057	
0.342621	0.349908	
